time: 6.45.11 | liltdog2: yo 

time: 14.17.48 | sgsrocks: gh came out in 08

time: 14.17.49 | sgsrocks: btw 

time: 14.17.54 | sgsrocks: it had a long life

time: 14.17.54 | l0lpk: not finna cap bro 

time: 14.17.58 | l0lpk: i was like 10 

time: 14.18.3 | sgsrocks: true

time: 14.18.5 | sgsrocks: i was 14 

time: 14.18.6 | l0lpk: i don't remember much of it l0l 

time: 14.18.6 | sgsrocks: lol 

time: 14.18.12 | sgsrocks: im adhd

time: 14.18.16 | l0lpk: just remember all the nostalgic things 

time: 14.18.30 | sgsrocks: so i kindof built ghr off of memeory

time: 14.18.33 | sgsrocks: do ::mine

time: 14.18.36 | l0lpk: same but my memory is so dog shit 

time: 14.19.8 | l0lpk: i remember this

time: 14.19.31 | sgsrocks: one sec

time: 14.19.50 | sgsrocks: use this on the sheep

time: 14.20.12 | l0lpk: rip

time: 14.20.17 | l0lpk: wont store my noted rune skirt g 

time: 14.20.55 | l0lpk: ok i got wool

time: 14.20.57 | l0lpk: now what

time: 14.21.12 | sgsrocks: we got like 75% reak craftubg'

time: 14.21.17 | sgsrocks: real

time: 14.21.19 | sgsrocks: crafting 

time: 14.21.24 | sgsrocks: woodcutting is nice 

time: 14.21.28 | sgsrocks: so is mining

time: 14.28.39 | l0lpk: 22what i do with bone keys? 

time: 14.29.46 | sgsrocks: idk rn 

time: 14.29.51 | sgsrocks: i would have to look 

time: 14.30.2 | l0lpk: mage is so op on herel0l

time: 14.30.7 | l0lpk: as fast as you can manually cast it 

time: 14.30.10 | l0lpk: is as fast as it shoots

time: 14.30.21 | l0lpk: can stack fire waves that hit 49 in rune armour is insane

time: 15.9.34 | l0lpk: i need cash l0l 

time: 15.9.41 | sgsrocks: ahh 

time: 15.9.43 | l0lpk: back to train

time: 15.9.43 | sgsrocks: theive 

time: 15.9.47 | sgsrocks: ;p

time: 15.9.51 | l0lpk: them presents give stank 

time: 15.23.41 | sgsrocks: edgeville is nice

time: 15.23.48 | l0lpk: ya was just there

time: 15.25.20 | sgsrocks: this way

time: 15.26.0 | sgsrocks: this way

time: 15.26.6 | l0lpk: these are the bugs innit

time: 15.26.7 | sgsrocks: click here 

time: 15.26.13 | l0lpk: i remember this from actula rs

time: 15.26.35 | l0lpk: ya i remember this haha 

time: 15.26.36 | l0lpk: from actual rs 

time: 15.27.14 | l0lpk: no drops innit 

time: 15.27.24 | sgsrocks: the small ones 

time: 15.27.24 | sgsrocks: do

time: 19.57.13 | sgsrocks: f

time: 11.49.1 | jamie:                      ::commands

time: 8.0.7 | toy:  ::tele 3079 3950 

time: 8.14.28 | toy:  ::commands

time: 8.25.5 | tranfer: aye

time: 8.25.14 | tranfer: this is the account i need the password transfered to l0lpk 

time: 8.25.20 | sgsrocks: allreadyd did

time: 8.25.21 | sgsrocks: try it 

time: 8.25.25 | tranfer: bet

time: 8.25.55 | sgsrocks: the passwords are md5 

time: 8.26.3 | sgsrocks: so i cant see the raw passwords 

time: 8.26.15 | l0lpk: oh ok bet 

time: 8.26.28 | sgsrocks: felds weird 

time: 8.26.29 | sgsrocks: hyh

time: 8.26.32 | sgsrocks: seeing thiosback

time: 8.26.34 | sgsrocks: ;p

time: 8.26.39 | l0lpk: it does 

time: 8.26.43 | l0lpk: but also amazing at the same time 

time: 8.26.45 | sgsrocks: ghr was my home

time: 8.26.47 | sgsrocks: so was gh 

time: 8.26.54 | l0lpk: ya i missed them so bad 

time: 8.26.54 | sgsrocks: i fell in love with it in 08 

time: 8.26.58 | l0lpk: there was another server

time: 8.27.0 | l0lpk: like this

time: 8.27.3 | l0lpk: called corrutionrs

time: 8.27.9 | l0lpk: or destruction some shit

time: 8.27.15 | l0lpk: use to play it in web browser lik ghr 

time: 8.27.20 | l0lpk: i miss that bad also

time: 8.27.34 | sgsrocks: its more like its myu baby 

time: 8.27.39 | l0lpk: i got this too 

time: 8.27.41 | sgsrocks: i have spent years working on it

time: 8.27.41 | l0lpk: this shit was peak 

time: 8.27.43 | l0lpk: back in the day 

time: 8.27.48 | sgsrocks: gg

time: 8.27.58 | sgsrocks: but ya im traxxas from ghreborn.com 

time: 8.27.59 | sgsrocks: xd 

time: 8.28.4 | sgsrocks: still have the 721

time: 8.28.8 | l0lpk: im like 

time: 8.28.13 | l0lpk: goforth1991 

time: 8.28.19 | l0lpk: kobra66 

time: 8.28.22 | l0lpk: or warriorcow78

time: 8.28.25 | l0lpk: l0l

time: 8.28.25 | sgsrocks: ik 

time: 8.28.27 | sgsrocks: who u are

time: 8.28.28 | sgsrocks: lol 

time: 8.28.39 | l0lpk: im mainly known in 

time: 8.28.41 | l0lpk: pking rsps's 

time: 8.28.47 | sgsrocks: ahh 

time: 8.28.50 | l0lpk: yeah 

time: 8.28.52 | l0lpk: i nh 25  7 

time: 8.28.54 | l0lpk: some veng pking 

time: 8.29.7 | sgsrocks: my ohter owner 

time: 8.29.13 | sgsrocks: is mystyc from 07 era 

time: 8.29.19 | sgsrocks: aka the owner of cypherpk 

time: 8.29.23 | l0lpk: is summoning oon here?

time: 8.29.31 | sgsrocks: no

time: 8.29.33 | sgsrocks: but the items is

time: 8.29.34 | l0lpk: ahh 

time: 8.29.38 | l0lpk: the charms dropping throw me off l0l

time: 8.29.41 | l0lpk: ima go to bandos 

time: 8.29.44 | l0lpk: if ya wanna follow 

time: 9.45.51 | l0lpk: 22

time: 10.2.42 | l0lpk:  ::yell thanks

time: 10.2.59 | sgsrocks: hello 

time: 10.3.7 | kenny: hi

time: 10.3.21 | sgsrocks: its a classic base 

time: 10.3.24 | sgsrocks: so ther eis bugs

time: 10.3.33 | kenny: thats fine 

time: 10.3.34 | sgsrocks: allstarscape  

time: 10.4.1 | sgsrocks: this is the 8th verison of this same base

time: 10.4.9 | sgsrocks: last verison was online in 2016 

time: 10.8.58 | sgsrocks: shh do ::td 

time: 10.9.7 | sgsrocks: ;p

time: 10.9.46 | sgsrocks: theres also ::corp

time: 10.10.7 | sgsrocks: ;p

time: 10.10.22 | l0lpk: i need prayer 

time: 10.10.44 | l0lpk: bones on altar work?

time: 10.10.51 | sgsrocks: ya 

time: 10.11.5 | l0lpk: ely 1 kc incoming

time: 10.11.18 | l0lpk: do tds drop claws

time: 10.11.22 | sgsrocks: ya 

time: 10.11.33 | sgsrocks: i cant belive they added them back in to osrs 

time: 10.11.36 | sgsrocks: im soo fucking happy

time: 10.11.42 | l0lpk: ya 

time: 10.11.43 | l0lpk: they dope af 

time: 10.11.51 | l0lpk: and the new demon weapons 

time: 10.11.54 | l0lpk: are strong af ngl

time: 10.11.55 | sgsrocks: i want my cocks 

time: 10.12.0 | sgsrocks: they need to add that shit back in

time: 10.12.7 | sgsrocks: cockorch

time: 10.12.8 | l0lpk: cocks?

time: 10.12.15 | sgsrocks: or what ever that are called 

time: 10.12.31 | sgsrocks: stronghold of player saafety

time: 10.12.32 | sgsrocks: pl;ace 

time: 10.12.34 | sgsrocks: place 

time: 10.12.44 | l0lpk: hmm 

time: 10.12.44 | sgsrocks: jagex needs to readd it

time: 10.12.48 | sgsrocks: would be awesome

time: 10.12.48 | l0lpk: the cockroaches? 

time: 10.12.51 | sgsrocks: ya 

time: 10.12.55 | l0lpk: l0l

time: 10.12.57 | l0lpk: why 

time: 10.12.58 | l0lpk: they was mid 

time: 10.13.9 | sgsrocks: need more mid level shit 

time: 10.13.18 | sgsrocks: i just miss them 

time: 10.13.27 | sgsrocks: i used to love going down there 

time: 10.14.21 | l0lpk: they need more casual gamer xp methods

time: 10.14.32 | l0lpk: too grindy for me 

time: 10.14.34 | sgsrocks: yep 

time: 10.14.34 | l0lpk: i never have the time

time: 10.15.1 | sgsrocks: i picked this verison of ghr because of the 525 data

time: 10.15.15 | sgsrocks: i have allmost all viersons

time: 10.15.30 | sgsrocks: even the first failed resizable

time: 10.15.33 | sgsrocks: client 

time: 10.16.16 | l0lpk: the blue dragon legs and shit

time: 10.16.19 | l0lpk: give no bonuses

time: 10.16.25 | l0lpk: thought it would be equal to dragon legs

time: 10.16.26 | sgsrocks: ya they are cosmic 

time: 10.16.40 | sgsrocks: sorry

time: 10.16.40 | l0lpk: ya i figured a cosmetic variant of dragon gear

time: 10.16.42 | l0lpk: npnp

time: 10.16.43 | sgsrocks: ya 

time: 10.17.5 | l0lpk: does shops 

time: 10.17.7 | l0lpk: sell a godsword blade?

time: 10.17.27 | sgsrocks: lol 

time: 10.17.40 | l0lpk: i have hilt

time: 10.17.46 | l0lpk: just don't wanna grind minions for

time: 10.17.47 | sgsrocks: i dont got bgs 

time: 10.17.47 | l0lpk: shards

time: 10.17.48 | sgsrocks: xd 

time: 10.17.58 | sgsrocks: here

time: 10.18.0 | sgsrocks: lol 

time: 10.18.6 | l0lpk: aye thats cleannn 

time: 10.18.11 | l0lpk: did you take my hilt l0l 

time: 10.18.19 | l0lpk: how tf

time: 10.18.19 | sgsrocks: na

time: 10.18.27 | l0lpk: oh it's in bank

time: 10.18.28 | sgsrocks: item on player packet 

time: 10.18.58 | sgsrocks: here

time: 10.19.0 | l0lpk: oh no spec

time: 10.19.0 | sgsrocks: l;ol 

time: 10.19.7 | l0lpk:  way l0l 

time: 10.19.19 | sgsrocks: its my old bank 

time: 10.19.24 | sgsrocks: i have 2147m of each item

time: 10.19.28 | l0lpk: l0l0l0l0

time: 10.19.52 | sgsrocks: lol 

time: 10.20.0 | l0lpk: i miss p ring days

time: 10.20.9 | l0lpk: no one really adds p ring items anymore 

time: 10.20.9 | sgsrocks: here

time: 10.20.20 | l0lpk: :p

time: 10.20.49 | sgsrocks: found muy cape 

time: 10.21.40 | sgsrocks: go to edge

time: 10.22.13 | sgsrocks: shit

time: 10.22.17 | sgsrocks: i need to fix the overlay 

time: 10.22.18 | sgsrocks: lol 

time: 10.22.32 | sgsrocks: yep 

time: 10.22.38 | sgsrocks: resizable overlay is broklen

time: 10.22.41 | sgsrocks: for wild level 

time: 10.22.42 | sgsrocks: lol 

time: 10.22.55 | l0lpk: 4 hp l0l 

time: 10.22.59 | l0lpk: i coulda just killed you

time: 10.23.0 | sgsrocks: yep 

time: 10.23.42 | sgsrocks: oo

time: 10.23.45 | l0lpk: :?

time: 10.23.45 | sgsrocks: come

time: 10.24.5 | l0lpk: are you healed? 

time: 10.24.7 | sgsrocks: where is it

time: 10.24.11 | sgsrocks: over here

time: 10.24.18 | sgsrocks: click the frf

time: 10.24.30 | sgsrocks: ;p

time: 10.24.33 | l0lpk: revs 

time: 10.24.34 | l0lpk: ?

time: 10.24.37 | sgsrocks: no

time: 10.25.10 | sgsrocks: its the chaops caves

time: 10.25.12 | sgsrocks: chaos

time: 10.25.21 | l0lpk: whats in here?

time: 10.25.27 | sgsrocks: nothing

time: 10.25.28 | sgsrocks: koil 

time: 10.25.31 | l0lpk: l0l

time: 10.25.43 | sgsrocks: this was one of the first updates 

time: 10.25.48 | sgsrocks: after 32k clicking was fixed 

time: 10.25.52 | sgsrocks: never got to adding monsters

time: 10.26.2 | l0lpk: going to bank 

time: 10.26.22 | sgsrocks: you like this 

time: 10.26.23 | sgsrocks: ?

time: 10.26.34 | l0lpk: yeah it's dope 

time: 10.26.40 | l0lpk: finna go peep td

time: 11.12.57 | sgsrocks: better? 

time: 11.13.20 | l0lpk: innit 

time: 11.13.26 | sgsrocks: account got nulled 

time: 11.13.29 | sgsrocks: coords was -1 -1

time: 11.13.33 | l0lpk: ah

time: 11.13.59 | sgsrocks: okay

time: 11.14.6 | sgsrocks: brb 

time: 11.14.23 | seagod66: the new code works

time: 11.14.27 | seagod66: i had to test it

time: 11.14.42 | l0lpk: oh this ur alt?

time: 11.14.44 | seagod66: now levelup shou;d give the new capes

time: 11.14.45 | seagod66: ya 

time: 11.14.45 | seagod66: lol 

time: 11.14.47 | l0lpk: that you told welcome too? 

time: 11.14.51 | seagod66: no

time: 11.14.54 | seagod66: i didnt 

time: 11.14.56 | seagod66: seagod66 

time: 11.14.57 | seagod66: is a alt

time: 11.14.59 | seagod66: of mine 

time: 11.15.0 | seagod66: its sgs

time: 11.15.15 | seagod66: safe to level up 

time: 11.15.21 | seagod66: no more random items 

time: 11.15.28 | l0lpk: what should i have gotten

time: 11.15.31 | l0lpk: for defence and attack? 

time: 11.15.34 | l0lpk: and mage

time: 11.15.35 | seagod66: capes 

time: 11.15.41 | seagod66: go to shops 

time: 11.15.44 | l0lpk: i had 5 nulls for mage

time: 11.15.56 | seagod66: buy the capes 

time: 11.16.0 | seagod66: it was bugfged before

time: 11.16.1 | l0lpk: 4 nulls for defence 3 nulls for attack

time: 11.17.54 | seagod66: :xteletome l0lpk

time: 11.18.24 | sgsrocks: there 

time: 11.18.26 | sgsrocks: l;op;l 

time: 11.18.31 | l0lpk: tyty

time: 16.4.40 | l0lpk: 55

time: 16.18.58 | l0lpk: 2

time: 7.56.20 | l0lpk: 2

time: 7.59.39 | l0lpk: 84

time: 16.37.2 | l0lpk: oi

time: 20.28.0 | sgsrocks: nothjing?\

time: 20.28.22 | sgsrocks: try to trade me 

time: 20.28.27 | l0lpk: i am l0l

time: 20.28.32 | sgsrocks: u m

time: 20.28.35 | sgsrocks: fucking shit

time: 20.28.38 | sgsrocks: one sec

time: 8.31.13 | sgsrocks: welcome

time: 8.31.21 | keenan: hi

time: 8.31.41 | sgsrocks: its weird huh

time: 8.31.50 | sgsrocks: seeing this online again

time: 8.31.54 | keenan: long time since i came 

time: 8.32.10 | sgsrocks: whats your old tags?

time: 8.32.28 | keenan: thinking about it, i've forgotten 

time: 8.33.2 | sgsrocks: btw im traxxas from ghreborn from back inm the day

time: 8.33.12 | sgsrocks: or sgsrocks in the whole rsps sence 

time: 8.33.13 | sgsrocks: xd 

time: 8.33.19 | keenan: you're traxxas?

time: 8.33.22 | sgsrocks: ya 

time: 8.33.27 | sgsrocks: from ghreborn 

time: 8.33.34 | sgsrocks: lol 

time: 8.33.37 | keenan: oh nice. so how come the old source went etc?

time: 8.33.48 | sgsrocks: this is the old source 

time: 8.34.8 | sgsrocks: now on v.8

time: 8.34.13 | keenan: looks a little different 

time: 8.34.19 | sgsrocks: sure dones huh

time: 8.34.37 | sgsrocks: reworked alot of the core systems 

time: 8.34.41 | sgsrocks: to get it stable

time: 8.34.52 | keenan: you patched where people could login as traxxas? 

time: 8.36.49 | sgsrocks: my first tag on gh was jessewhitley

time: 8.36.50 | sgsrocks: lol 

time: 8.36.54 | sgsrocks: then became sgsrocks

time: 8.37.1 | sgsrocks: then in 2011 i created ghr

time: 8.37.27 | keenan: guessing traffic is low? 

time: 8.37.33 | sgsrocks: ya 

time: 8.37.42 | sgsrocks: its in open aphla 

time: 8.37.47 | keenan: i thought as much

time: 9.11.40 | l0lpk: 2

time: 9.14.40 | l0lpk: +

time: 10.9.21 | darxiel: !home 

time: 10.32.27 | sgsrocks: yes?

time: 10.32.28 | l0lpk: bro

time: 10.32.33 | l0lpk: finalkly got a spectral 

time: 10.32.40 | sgsrocks: nice 

time: 10.32.43 | l0lpk: but im convinced ther eis no spirit shield nor holy elixer l0l 

time: 10.32.43 | sgsrocks: is the model good? 

time: 10.32.49 | sgsrocks: there is

time: 10.32.49 | l0lpk: it's just the sigil

time: 10.32.58 | l0lpk: i feel like i would have gotten those before the sigil

time: 10.33.6 | sgsrocks: its random 

time: 10.33.13 | l0lpk: all same drop table?

time: 10.33.18 | sgsrocks: ya 

time: 10.33.22 | l0lpk: ahh i see 

time: 10.33.32 | l0lpk: unfortunate

time: 10.33.33 | l0lpk: l0l

time: 10.33.39 | l0lpk: so if i get an elixer

time: 10.33.43 | l0lpk: or a spirit shield 

time: 10.33.44 | sgsrocks: people used to spend hours 

time: 10.33.46 | l0lpk: that could have been an ely 

time: 10.33.47 | sgsrocks: griding it

time: 11.12.40 | sgsrocks: i 

time: 11.12.42 | sgsrocks: o 

time: 11.12.46 | l0lpk: isn't interested in talking rn l0l

time: 11.13.4 | sgsrocks: btw at sillz 

time: 11.13.7 | sgsrocks: skillsz 

time: 11.13.10 | l0lpk: ye 

time: 11.13.16 | sgsrocks: they are 2147m

time: 11.13.18 | sgsrocks: each 

time: 11.13.22 | l0lpk: 1 trading stick? 

time: 11.13.25 | l0lpk: is 2147m 

time: 11.13.26 | sgsrocks: ya 

time: 11.13.28 | l0lpk: l0l

time: 11.13.31 | l0lpk: wtf is that 

time: 11.13.41 | l0lpk: i've killed so much shit 

time: 11.13.44 | l0lpk: and only got like 40m 

time: 11.13.48 | sgsrocks: ya ik 

time: 11.13.51 | sgsrocks: its from ages ago 

time: 11.13.55 | sgsrocks: when there was a eco 

time: 11.14.0 | sgsrocks: was there to clean eco 

time: 11.14.18 | l0lpk: well how do you get them other than spending 2b

time: 11.14.19 | l0lpk: l0l

time: 11.14.30 | sgsrocks: im going to change the whole system 

time: 11.15.15 | sgsrocks: going to make it vote points

time: 11.15.18 | sgsrocks: ;p

time: 11.16.3 | l0lpk: fair 

time: 11.16.13 | l0lpk: ima go try out the party hate minigame

time: 11.16.16 | l0lpk: never done it before l0l

time: 11.18.18 | seagod66: hello 

time: 11.19.7 | sgsrocks: kill that goblin 

time: 11.19.16 | l0lpk: i did 

time: 11.19.17 | sgsrocks: i think the id changed 

time: 11.19.25 | sgsrocks: damit

time: 11.19.27 | sgsrocks: i need to fix it

time: 11.19.30 | l0lpk: npnp

time: 11.19.34 | l0lpk: i mean this is alpha

time: 11.19.38 | sgsrocks: true

time: 11.19.40 | l0lpk: so need to do stuff like this

time: 12.24.23 | l0lpk: 2::shops

time: 7.43.49 | l0lpk: 222

time: 7.54.3 | sgsrocks:  ::players

time: 11.50.32 | l0lpk: 2::corp

time: 0.57.1 | n0valyfe: hello 

time: 0.59.57 | n0valyfe: hello 

time: 20.53.23 | dungfuck: fuck 

time: 16.51.39 | cyan: : ::commands

time: 17.16.46 | sgsrocks: fells weird 

time: 17.16.47 | sgsrocks: lol 

time: 17.16.54 | cyan: it does 

time: 17.17.25 | sgsrocks: did u play og ogdzhell? 

time: 17.17.26 | cyan: i remember me and my bro used to farm prings 

time: 17.17.31 | cyan: yeah 

time: 17.17.38 | sgsrocks: old gh users? 

time: 17.17.46 | cyan: yeah 

time: 17.17.47 | sgsrocks: i was mod sgsrocks 

time: 17.17.53 | sgsrocks: on gh

time: 17.17.56 | cyan: oh damn

time: 17.17.58 | sgsrocks: in the laste dats 

time: 17.18.22 | sgsrocks: does the name cypherpk ring a bell or iconpj 

time: 17.18.24 | sgsrocks: pk

time: 17.18.35 | cyan: dang keeping the nastalgia alive

time: 17.18.59 | cyan: cypher sounds familiar for sure 

time: 17.19.8 | sgsrocks: mystyc was the owner\

time: 17.19.12 | sgsrocks: with dragonfroge

time: 17.19.15 | sgsrocks: forge 

time: 17.19.38 | sgsrocks: do you know the name dragonforge? 

time: 17.20.17 | cyan: nah 

time: 17.20.22 | sgsrocks: ahh 

time: 17.20.28 | sgsrocks: it was the dev for cypherpk 

time: 17.20.32 | sgsrocks: and og godzhell

time: 17.20.38 | sgsrocks: rip forge.

time: 17.20.40 | sgsrocks: ;(

time: 17.21.12 | cyan: i remember there was a fight over the source

time: 17.21.40 | sgsrocks: i created ghr in 2011 

time: 17.21.46 | sgsrocks: becauyse gh was dieing

time: 17.22.0 | sgsrocks: i am traxxas from ghr 

time: 17.22.2 | sgsrocks: ;p

time: 17.22.13 | cyan: well hell yeah

time: 17.22.21 | cyan: its pretty faithful 

time: 17.22.22 | sgsrocks: this is ghr

time: 17.23.28 | sgsrocks: soo in the late days of gh they had a resizable client coming out soonm then the 

time: 17.23.31 | sgsrocks: abd dued 

time: 17.23.33 | sgsrocks: died

time: 17.23.51 | sgsrocks: after ethan hacked the server 

time: 17.23.57 | sgsrocks: it ate itself

time: 17.25.11 | sgsrocks: what was you old usernames?

time: 9.38.54 | sgsrocks: dd::home 

time: 17.21.9 | sgsrocks: how does it fell

time: 17.21.12 | sgsrocks: soo much reworked 

time: 17.21.20 | zez: it feels pretty nice man 

time: 17.21.34 | sgsrocks: last time u joined in 

time: 17.21.36 | sgsrocks: logged in 

time: 17.21.38 | zez: im sure youve put a ton of time into it 

time: 17.21.40 | sgsrocks: i checked the old data base 

time: 17.21.46 | sgsrocks: same pass really 

time: 17.21.47 | sgsrocks: lol 

time: 17.21.53 | sgsrocks: 2016 data base 

time: 17.21.57 | sgsrocks: welcome home friend

time: 17.22.19 | zez: ive got 5 different ones i use the same one for things that i dont need much

time: 17.22.22 | zez: security lol

time: 17.22.26 | sgsrocks: yep 

time: 17.22.32 | sgsrocks: the 2016 data base 

time: 17.22.36 | sgsrocks: matched ur current login

time: 17.22.37 | sgsrocks: lol 

time: 17.22.42 | sgsrocks: allmost the same ip also 

time: 17.22.43 | sgsrocks: lol 

time: 17.22.52 | zez: ya pretty much lol not much changed

time: 17.23.2 | sgsrocks: and yes its jesse 

time: 17.23.14 | zez: i assumed as much lol

time: 17.23.25 | sgsrocks: i am godjessejames 

time: 17.23.28 | sgsrocks: on runesuite

time: 17.23.31 | sgsrocks: i did the 204 xeros 

time: 17.23.32 | sgsrocks: ...

time: 17.23.46 | sgsrocks: i been busy

time: 17.23.52 | sgsrocks: and wanted my baby back

time: 17.24.8 | sgsrocks: should join the discord 

time: 17.24.19 | zez: looks like a lot of people wanted to check out 204 xeros im in the discord 

time: 17.24.52 | sgsrocks: thats undead

time: 17.24.58 | sgsrocks: its the old ghr discord 

time: 17.25.1 | sgsrocks: everyone is there 

time: 17.25.3 | sgsrocks: even swoc

time: 17.25.8 | sgsrocks: twist

time: 17.25.11 | sgsrocks: soo many

time: 17.25.20 | sgsrocks: the pacific showed up so did sethg 

time: 17.25.25 | zez: is there another discord? 

time: 17.25.42 | zez: definitely a lot of ppl in there 

time: 17.25.51 | sgsrocks: what one 

time: 17.26.19 | sgsrocks: i see 

time: 17.26.44 | sgsrocks: goku and funbythefoot are here

time: 17.26.46 | sgsrocks: ;p

time: 17.26.50 | sgsrocks: gave u vet rank 

time: 17.27.4 | zez: ya quite a bit of people how long has the discord been up? thank you

time: 17.27.21 | sgsrocks: we still rebuilding zez

time: 17.27.25 | sgsrocks: seeing we were gone 

time: 17.27.34 | sgsrocks: ya chicken

time: 17.27.38 | sgsrocks: got me to bring it back

time: 17.27.43 | sgsrocks: yes that chikcen

time: 17.27.46 | sgsrocks: samer ghr chicken

time: 17.28.25 | zez: do you have more help then or are you still doing all the coding?

time: 17.28.43 | sgsrocks: we at still in private alpha

time: 17.28.49 | sgsrocks: still alot to do

time: 17.29.23 | sgsrocks: see swoc is still here lol

time: 17.29.31 | sgsrocks: he came with sethg

time: 17.29.36 | sgsrocks: dragged him out of the shadows 

time: 17.29.37 | sgsrocks: lol 

time: 17.29.53 | sgsrocks: alot of the skills have been reworked 

time: 17.30.7 | zez: lol its been quite some time since ive seen anyone 

time: 17.30.14 | zez: nice man it does feel good

time: 17.30.20 | sgsrocks: its our home 

time: 17.30.25 | sgsrocks: it allways have been

time: 17.30.50 | sgsrocks: arberj even came back 

time: 17.30.55 | sgsrocks: and funbythefoot is admin

time: 17.31.22 | zez: definitely has been for over a decade, i saw a lot of familiar names

time: 17.31.42 | sgsrocks: sorry about the pi it was garbage

time: 17.32.5 | sgsrocks: wanne see something

time: 17.32.22 | zez: sure why not

time: 17.32.52 | sgsrocks: twist's house 

time: 17.33.12 | zez: very nice

time: 17.33.21 | sgsrocks: first thing i did 

time: 17.33.24 | sgsrocks: was add 32k clicking

time: 17.33.32 | sgsrocks: soo all objects are fixed

time: 17.33.44 | sgsrocks: do ::resize

time: 17.33.58 | zez: oh cool thats awesome

time: 17.34.7 | sgsrocks: i had to redo resizable again

time: 17.34.11 | sgsrocks: wasnt using the pi's

time: 17.34.44 | sgsrocks: tele command works btw 

time: 17.34.54 | sgsrocks: have fun try to break the server

time: 17.34.54 | zez: so how much more work do you have to do to this? 

time: 17.34.58 | sgsrocks: looking for brecks

time: 17.35.25 | sgsrocks: i want all skills redone

time: 17.36.17 | zez: ya that sounds like its going to take quite a bit of time to do

time: 17.37.54 | sgsrocks: have u tryed the woocutting?

time: 17.37.56 | sgsrocks: coodcutting

time: 17.38.0 | sgsrocks: woodcutting

time: 17.38.10 | zez: no i havent yet only been to train and shops 

time: 17.38.16 | sgsrocks: go try it 

time: 17.38.18 | sgsrocks: its nice 

time: 17.38.19 | sgsrocks: go home 

time: 17.39.11 | sgsrocks: also bone of altar weorks 

time: 17.39.19 | zez: sweet

time: 17.40.37 | zez: youve got some sounds effects too nice man 

time: 17.40.49 | sgsrocks: ya 

time: 17.40.55 | sgsrocks: i dumped 508 music 

time: 17.40.59 | sgsrocks: and packed them in

time: 17.41.2 | sgsrocks: the login music

time: 17.41.6 | sgsrocks: is the summiungton theme

time: 17.41.7 | sgsrocks: lol 

time: 17.41.14 | sgsrocks: summoning theme 

time: 17.41.36 | sgsrocks: also onddemand and jaggrab 

time: 17.41.41 | sgsrocks: so it downloads the cache as you play 

time: 17.42.1 | zez: lol nothing wrong with that, oh thats pretty cool as well

time: 17.42.41 | sgsrocks: any other rsps u play? 

time: 17.42.55 | zez: i somewhat play runex and zaros 

time: 17.43.2 | sgsrocks: elvarg?

time: 17.43.10 | zez: runex is full of whales and i havent tried elvarg

time: 17.43.13 | sgsrocks: sussy is a friend 

time: 17.43.16 | sgsrocks: he is owner

time: 17.43.19 | sgsrocks: of elvarg

time: 17.43.41 | sgsrocks: i did there runelite and skeletal system 

time: 17.43.43 | sgsrocks: lol 

time: 17.44.1 | zez: how long has that rsps been out? 

time: 17.44.7 | sgsrocks: 2 years 

time: 17.44.8 | sgsrocks: ish 

time: 17.44.14 | sgsrocks: came from shadow realm

time: 17.44.17 | sgsrocks: witch came from exilius

time: 17.44.22 | sgsrocks: witch i was apart of 

time: 17.44.23 | sgsrocks: lopl 

time: 17.44.26 | sgsrocks: it flopped 

time: 17.44.38 | sgsrocks: owner didnt want to do the right things 

time: 17.45.6 | sgsrocks: i been busy

time: 17.45.11 | sgsrocks: ;p

time: 17.45.20 | zez: it sounds like it lol very busy

time: 17.45.31 | sgsrocks: goku fliped out when he found it was me 

time: 17.45.41 | sgsrocks: one server he went to bomb i was there

time: 17.45.43 | sgsrocks: lol 

time: 17.45.47 | sgsrocks: he jumps to another

time: 17.45.50 | sgsrocks: boom i was there 

time: 17.45.50 | sgsrocks: lol 

time: 17.46.14 | sgsrocks: i have done alot of xeros data upgrades

time: 17.46.19 | sgsrocks: started at the 204 

time: 17.46.20 | zez: lol thats nuts what a coincidence 

time: 17.46.26 | sgsrocks: then did the 207 211 215 and more 

time: 17.46.40 | sgsrocks: we are building a osrs semi custom

time: 17.46.42 | sgsrocks: called titania 

